name,median,lo,hi,in
stredopravica,75.0,56,92,1.0
stredopravica + HLAS,96.0,79,113,1.0
stredopravica + HLAS bez OĽaNO,82.0,64,100,1.0
SMER + SNS + HLAS,54.0,37,71,1.0
pragmatici + nacionalisti + HLAS,75.0,58,94,1.0
pragmatici + nacionalisti,62.0,45,80,1.0
