name,median,lo,hi,in
stredopravica,66.0,56,75,1.0
stredopravica + HLAS,92.0,82,103,1.0
stredopravica + HLAS bez OĽaNO,75.0,66,85,1.0
SMER + SNS + HLAS,48.0,37,58,1.0
pragmatici + nacionalisti + HLAS,74.0,64,84,1.0
pragmatici + nacionalisti,70.0,60,79,1.0
