name,median,lo,hi,in
stredopravica,70.0,59,81,1.0
stredopravica + HLAS,96.0,85,111,1.0
stredopravica + HLAS bez OĽaNO,78.0,67,90,1.0
SMER + SNS + HLAS,49.0,38,60,1.0
pragmatici + nacionalisti + HLAS,75.0,64,86,1.0
pragmatici + nacionalisti,72.0,62,82,1.0
