name,median,lo,hi,in
stredopravica,62.0,51,72,1.0
stredopravica + HLAS,90.0,79,101,1.0
stredopravica + HLAS bez OĽaNO,74.0,65,86,1.0
SMER + SNS + HLAS,54.0,43,64,1.0
pragmatici + nacionalisti + HLAS,82.0,72,94,1.0
pragmatici + nacionalisti,76.0,66,88,1.0
