name,median,lo,hi,in
stredopravica,59.0,43,71,1.0
stredopravica + HLAS,89.0,75,103,1.0
stredopravica + HLAS bez OĽaNO,76.0,63,91,1.0
SMER + SNS + HLAS,57.0,42,70,1.0
pragmatici + nacionalisti + HLAS,87.0,74,103,1.0
pragmatici + nacionalisti,77.0,64,93,1.0
