name,median,lo,hi,in
stredopravica,63.0,53,75,1.0
stredopravica + HLAS,91.0,80,103,1.0
stredopravica + HLAS bez OĽaNO,73.0,63,86,1.0
SMER + SNS + HLAS,53.0,41,65,1.0
pragmatici + nacionalisti + HLAS,82.0,71,92,1.0
pragmatici + nacionalisti,75.0,65,87,1.0
