name,median,lo,hi,in
stredopravica,65.5,54,76,1.0
stredopravica + HLAS,94.0,83,107,1.0
stredopravica + HLAS bez OĽaNO,77.0,67,90,1.0
SMER + SNS + HLAS,56.0,43,67,1.0
pragmatici + nacionalisti + HLAS,84.0,74,96,1.0
pragmatici + nacionalisti,74.0,63,86,1.0
