id,median,lo,hi,in,seats
1,0.0,0,0,0.0,0
2,0.0,0,0,0.0,0
3,32.0,27,39,1.0,32
4,0.0,0,0,0.0,0
5,16.0,12,19,0.994,15
6,0.0,0,0,0.0,0
7,0.0,0,0,0.0,0
8,0.0,0,0,0.0,0
9,0.0,0,0,0.0,0
10,0.0,0,0,0.0,0
11,0.0,0,0,0.0,0
12,11.0,9,14,0.991,11
13,0.0,0,0,0.0,0
14,0.0,0,0,0.0,0
15,10.0,0,12,0.761,9
16,38.0,32,45,1.0,37
17,25.0,20,30,1.0,24
18,9.0,0,11,0.67,10
19,0.0,0,0,0.0,0
20,0.0,0,0,0.0,0
21,0.0,0,0,0.0,0
22,0.0,0,0,0.0,0
23,12.0,9,15,0.998,12
24,0.0,0,0,0.0,0
25,0.0,0,10,0.197,0
