name,median,lo,hi,in
stredopravica,77.0,57,93,1.0
stredopravica + HLAS,97.0,81,116,1.0
stredopravica + HLAS bez OĽaNO,83.0,65,102,1.0
SMER + SNS + HLAS,53.0,34,69,1.0
pragmatici + nacionalisti + HLAS,73.0,57,93,1.0
pragmatici + nacionalisti,61.0,44,80,1.0
