name,median,lo,hi,in
stredopravica,76.0,57,93,1.0
stredopravica + HLAS,96.0,79,114,1.0
stredopravica + HLAS bez OĽaNO,82.0,65,101,1.0
SMER + SNS + HLAS,54.0,36,71,1.0
pragmatici + nacionalisti + HLAS,74.0,57,93,1.0
pragmatici + nacionalisti,62.0,45,80,1.0
