name,median,lo,hi,in
stredopravica,69.0,60,81,1.0
stredopravica + HLAS,95.0,85,109,1.0
stredopravica + HLAS bez OĽaNO,77.0,67,90,1.0
SMER + SNS + HLAS,49.0,37,59,1.0
pragmatici + nacionalisti + HLAS,75.0,65,86,1.0
pragmatici + nacionalisti,72.0,61,83,1.0
