name,median,lo,hi,in
stredopravica,50.0,34,62,1.0
stredopravica + HLAS,79.0,65,92,1.0
stredopravica + HLAS bez OĽaNO,68.0,56,82,1.0
SMER + SNS + HLAS,61.0,49,74,1.0
pragmatici + nacionalisti + HLAS,90.0,78,106,1.0
pragmatici + nacionalisti,76.0,64,90,1.0
