name,median,lo,hi,in
stredopravica,72.0,64,82,1.0
stredopravica + HLAS,98.0,88,110,1.0
stredopravica + HLAS bez OĽaNO,82.0,73,93,1.0
SMER + SNS + HLAS,72.0,63,81,1.0
pragmatici + nacionalisti + HLAS,74.0,65,82,1.0
pragmatici + nacionalisti,48.0,38,57,1.0
