name,median,lo,hi,in
stredopravica,66.0,57,75,1.0
stredopravica + HLAS,91.0,82,102,1.0
stredopravica + HLAS bez OĽaNO,75.0,66,84,1.0
SMER + SNS + HLAS,48.0,37,58,1.0
pragmatici + nacionalisti + HLAS,74.0,64,83,1.0
pragmatici + nacionalisti,70.0,61,78,1.0
