name,median,lo,hi,in
stredopravica,74.0,72,75,1.0
stredopravica + HLAS,100.0,98,101,1.0
stredopravica + HLAS bez OĽaNO,83.0,81,85,1.0
SMER + SNS + HLAS,76.0,75,78,1.0
pragmatici + nacionalisti + HLAS,76.0,75,78,1.0
pragmatici + nacionalisti,50.0,49,52,1.0
