name,median,lo,hi,in
stredopravica,65.5,47,82,1.0
stredopravica + HLAS,94.0,77,111,1.0
stredopravica + HLAS bez OĽaNO,87.0,71,108,1.0
SMER + SNS + HLAS,56.0,39,73,1.0
pragmatici + nacionalisti + HLAS,84.5,68,103,1.0
pragmatici + nacionalisti,67.0,50,84,1.0
