name,median,lo,hi,in
stredopravica,49.0,34,62,1.0
stredopravica + HLAS,78.0,65,91,1.0
stredopravica + HLAS bez OĽaNO,68.0,56,82,1.0
SMER + SNS + HLAS,62.0,50,76,1.0
pragmatici + nacionalisti + HLAS,90.0,78,108,1.0
pragmatici + nacionalisti,76.0,64,92,1.0
