name,median,lo,hi,in
stredopravica,71.0,63,81,1.0
stredopravica + HLAS,97.0,87,109,1.0
stredopravica + HLAS bez OĽaNO,80.0,71,90,1.0
SMER + SNS + HLAS,71.0,61,80,1.0
pragmatici + nacionalisti + HLAS,73.0,63,83,1.0
pragmatici + nacionalisti,47.0,37,57,1.0
