name,median,lo,hi,in
stredopravica,71.0,62,81,1.0
stredopravica + HLAS,96.0,86,109,1.0
stredopravica + HLAS bez OĽaNO,80.0,71,90,1.0
SMER + SNS + HLAS,71.0,61,80,1.0
pragmatici + nacionalisti + HLAS,73.0,63,82,1.0
pragmatici + nacionalisti,48.0,36,58,1.0
