name,median,lo,hi,in
stredopravica,65.0,54,79,1.0
stredopravica + HLAS,94.0,84,109,1.0
stredopravica + HLAS bez OĽaNO,77.0,66,91,1.0
SMER + SNS + HLAS,55.0,41,66,1.0
pragmatici + nacionalisti + HLAS,84.0,71,96,1.0
pragmatici + nacionalisti,75.0,62,87,1.0
