name,median,lo,hi,in
stredopravica,76.0,57,92,1.0
stredopravica + HLAS,97.0,80,114,1.0
stredopravica + HLAS bez OĽaNO,82.0,65,102,1.0
SMER + SNS + HLAS,53.0,36,70,1.0
pragmatici + nacionalisti + HLAS,74.0,58,93,1.0
pragmatici + nacionalisti,61.0,45,81,1.0
