name,median,lo,hi,in
stredopravica,62.0,51,73,1.0
stredopravica + HLAS,90.0,80,102,1.0
stredopravica + HLAS bez OĽaNO,74.0,64,85,1.0
SMER + SNS + HLAS,55.0,43,66,1.0
pragmatici + nacionalisti + HLAS,82.0,72,95,1.0
pragmatici + nacionalisti,76.0,66,88,1.0
