name,median,lo,hi,in
stredopravica,49.0,33,62,1.0
stredopravica + HLAS,78.0,63,91,1.0
stredopravica + HLAS bez OĽaNO,68.0,55,81,1.0
SMER + SNS + HLAS,62.0,50,75,1.0
pragmatici + nacionalisti + HLAS,91.0,78,106,1.0
pragmatici + nacionalisti,76.0,64,91,1.0
