x,y
0,0.30460727272862
1,0.297194724636867
2,0.289782176545113
3,0.28236962845336
4,0.274957080361606
5,0.267544532269852
6,0.260131984178099
7,0.252719436086345
8,0.245306887994592
9,0.237894339902838
10,0.230481791811084
11,0.223069243719331
12,0.215656695627577
13,0.208244147535824
14,0.202029907569728
15,0.200749997700054
16,0.19947008783038
17,0.198190177960706
18,0.196910268091032
19,0.195630358221358
20,0.194350448351684
21,0.19307053848201
22,0.191790628612336
23,0.190510718742662
24,0.189230808872988
25,0.187950899003314
26,0.18667098913364
27,0.185391079263966
28,0.184111169394292
29,0.182831259524618
30,0.181551349654944
31,0.18027143978527
32,0.178991529915596
33,0.177711620045922
34,0.176431710176248
35,0.175151800306574
36,0.172827115078904
37,0.168966248617169
38,0.165105382155435
39,0.161244515693701
40,0.157383649231967
41,0.153522782770232
42,0.149661916308498
43,0.145801049846764
44,0.14194018338503
45,0.138079316923295
46,0.134218450461561
47,0.130357583999827
48,0.126496717538093
49,0.122635851076359
50,0.118774984614624
51,0.11491411815289
52,0.111053251691156
53,0.107192385229422
54,0.103331518767687
55,0.0994706523059532
56,0.0956097858442189
57,0.0917489193824848
58,0.0878880529207504
59,0.0840271864590161
60,0.080166319997282
61,0.0763054535355476
62,0.0724445870738135
63,0.0693996837610285
64,0.0681504218639877
65,0.0669011599669469
66,0.0656518980699059
67,0.0644026361728651
68,0.0631533742758244
69,0.0619041123787834
70,0.0606548504817426
71,0.0594055885847018
72,0.058156326687661
73,0.05690706479062
74,0.0556578028935792
75,0.0544085409965385
76,0.0531592790994977
77,0.0519100172024567
78,0.0506607553054159
79,0.0494114934083751
80,0.0481622315113341
81,0.0469129696142934
82,0.0456637077172526
83,0.0444144458202118
84,0.0432391677310779
85,0.0421192050415009
86,0.0409992423519239
87,0.0398792796623468
88,0.0387593169727698
89,0.0376393542831925
90,0.0365193915936155
91,0.0353994289040385
92,0.0342794662144614
93,0.0331595035248844
94,0.0307892404957344
95,0.0277522784737214
96,0.0247153164517084
97,0.0216783544296955
98,0.0178512228611565
99,0.0136868971520028
100,0.0136868971520028
1000,0
