x,y
0,0.268181818183111
1,0.26106956521661
2,0.253957312250109
3,0.246845059283607
4,0.239732806317106
5,0.232620553350604
6,0.225508300384103
7,0.218396047417602
8,0.211283794451101
9,0.204171541484599
10,0.197059288518098
11,0.189947035551597
12,0.182834782585095
13,0.175722529618594
14,0.169910328995958
15,0.169451415453587
16,0.168992501911215
17,0.168533588368844
18,0.168074674826473
19,0.167615761284101
20,0.16715684774173
21,0.166697934199358
22,0.166239020656987
23,0.165780107114615
24,0.165321193572244
25,0.164862280029872
26,0.164403366487501
27,0.163944452945129
28,0.163485539402758
29,0.163026625860387
30,0.162567712318015
31,0.162108798775644
32,0.161649885233272
33,0.161190971690901
34,0.160732058148529
35,0.160273144606158
36,0.158057600002461
37,0.153259200002218
38,0.148460800001975
39,0.143662400001731
40,0.138864000001488
41,0.134065600001245
42,0.129267200001002
43,0.124468800000758
44,0.119670400000515
45,0.114872000000272
46,0.110073600000028
47,0.105275199999785
48,0.100476799999542
49,0.0956783999992983
50,0.090879999999055
51,0.0860815999988118
52,0.0812831999985684
53,0.0764847999983251
54,0.0716863999980819
55,0.0668879999978385
56,0.0620895999975952
57,0.0572911999973518
58,0.0524927999971085
59,0.0476943999968653
60,0.0428959999966221
61,0.0380975999963786
62,0.0332991999961354
63,0.03
64,0.03
65,0.03
66,0.03
67,0.03
68,0.03
69,0.03
70,0.03
71,0.03
72,0.03
73,0.03
74,0.03
75,0.03
76,0.03
77,0.03
78,0.03
79,0.03
80,0.03
81,0.03
82,0.03
83,0.03
84,0.0294231932772981
85,0.0284151260499559
86,0.0274070588226138
87,0.0263989915952718
88,0.0253909243679296
89,0.0243828571405875
90,0.0233747899132455
91,0.0223667226859032
92,0.0213586554585612
93,0.0203505882312192
94,0.02
95,0.02
96,0.02
97,0.02
98,0.0159961904816963
99,0.0102838095363551
100,0.001
1000,0.001
