P_ALL_OKRSOK|P_OKRSOK|P_OKRSOK_PCT|P_ZAP|P_ZUC|UCAST|P_OO|P_OO_PCT|P_HL|P_HL_PCT|P_HL_PS01|P_HL_PS01_PCT|P_HL_PS02|P_HL_PS02_PCT|P_HL_PS03|P_HL_PS03_PCT|P_HL_PS04|P_HL_PS04_PCT|P_HL_PS05|P_HL_PS05_PCT|P_HL_PS06|P_HL_PS06_PCT|P_HL_PS07|P_HL_PS07_PCT|P_HL_PS08|P_HL_PS08_PCT|P_HL_PS09|P_HL_PS09_PCT|P_HL_PS10|P_HL_PS10_PCT|P_HL_PS11|P_HL_PS11_PCT|P_HL_PS12|P_HL_PS12_PCT|P_HL_PS13|P_HL_PS13_PCT|P_HL_PS14|P_HL_PS14_PCT|P_HL_PS15|P_HL_PS15_PCT|P_HL_PS16|P_HL_PS16_PCT|P_HL_PS17|P_HL_PS17_PCT|P_HL_PS18|P_HL_PS18_PCT|P_HL_PS19|P_HL_PS19_PCT|P_HL_PS20|P_HL_PS20_PCT|P_HL_PS21|P_HL_PS21_PCT|P_HL_PS22|P_HL_PS22_PCT|P_HL_PS23|P_HL_PS23_PCT|P_HL_PS24|P_HL_PS24_PCT|P_HL_PS25|P_HL_PS25_PCT|DAT_AKT
6014|48|0,79|3457|2384|68,96|2383|99,95|2350|98,57|11|0,46|5|0,21|252|10,72|2|0,08|130|5,53|14|0,59|9|0,38|1|0,04|3|0,12|3|0,12|4|0,17|84|3,57|84|3,57|4|0,17|154|6,55|572|24,34|449|19,10|153|6,51|2|0,08|3|0,12|34|1,44|35|1,48|166|7,06|1|0,04|175|7,44|30.09.2023 23:00:00
